,Task1 Acc,Task2 Acc,Task3 Acc
Eval After Task1,0.8155988857938719
Eval After Task2,0.7584958217270195,0.8418591055247003
Eval After Task3,0.5435933147632313,0.5366851797719965,0.6201565143824027
