,Task1 Acc,Task2 Acc,Task3 Acc,Task4 Acc,Task5 Acc,Task6 Acc
Eval After Task1,0.8459393516904845
Eval After Task2,0.0,0.9817333851535173
Eval After Task3,0.0,0.0,0.9882671480144405
Eval After Task4,0.0,0.0,0.0,0.9685681024447031
Eval After Task5,0.0,0.0,0.0,0.0,0.7307692307692307
Eval After Task6,0.0,0.0,0.0,0.0,0.0,0.8381410256410257
