,Task1 Acc,Task2 Acc,Task3 Acc,Task4 Acc,Task5 Acc,Task6 Acc
Eval After Task1,0.7999302892994075
Eval After Task2,0.0,0.9840652934317917
Eval After Task3,0.0,0.0,0.9891696750902527
Eval After Task4,0.0,0.0,0.0,0.9499417927823051
Eval After Task5,0.0,0.0,0.0,0.0,0.7307692307692307
Eval After Task6,0.0,0.0,0.0,0.0,0.0,0.8413461538461539
